ins_833	1936 yılında değiliz.	1936 yılındayız.
news_739	L'Aquila ve civar belde sürü ara kurtar çalışması çık ceset birlikte deprem ki can kayıp sayı 279 yükseldi.	L'Aquila ve civar beldelerde süren arama kurtarma çalışmalarında çıkarılan cesetlerle birlikte depremdeki can kaybı sayısı 279'a yükseldi.
news_925	Özer Çiller'in 28 Nisan'da yapılan ilk duruşmada mahkemeye verdiği dilekçe Radikal'e geçti.	Özer Çiller'in 28 Nisan'da yapılan ilk duruşmasında mahkemeye verdiği dilekçeyi Radikal ele geçirdi.
pop_1333	Vatan Meksika, Madagaskar, Java ve Antiller'deyiz.	Vatanı Meksika, Madagaskar, Java ve Antillerdir.
ins_1813	En yakın noktada göl üzerinde yürüyerek başlayalım.	Göle en yakın olduğumuz noktada durup gölün üzerinde yürümeye başlıyoruz.
bio_1355	Yabancı sermaye için ülkede yatırım özendirici tedbirler daha objektif bir şekilde alınmalıdır.	Yabancı Sermaye için ülkemizde yatırıma özendirici tedbirlerin daha objektif bir şekilde alınması gereklidir.
pop_110	Başbakanın yardım ilanı.	Başbakanın yardım ilanı
bio_806	Nereye gitmiştim, hatırlamıyorum ama daha sonra tekrar Türk gazetecilerin bir basın toplantısı daha düzenlediğini, yine Asil Nadir'e ait bir tatil köyünün olabileceğini düşündüm.	Neresi olduğunu hatırlamıyorum ama daha sonra tekrar Türk gazetecilerle bir basın toplantısı daha düzenledi; yine Asil Nadir'e ait bir tatil köyü olabilir.
ins_570	2004 ve 2005 sezon başında Utah Jazz ile altı yıllık kontrat imzaladı.	2004-2005 sezonu başında Utah Jazz ile altı yıllık kontrat imzaladı.
ins_450	Sonradan da planın en şaş yanını uygulayın, yeni korsanların dönmesi için kulübe arkasını gizleyin.	Sonra da planının en şaşılacak yanını uyguluyor, yeniden korsanların yanına dönüp kulübenin arkasına gizleniyor.
pop_1602	Salça ekle.	Salçayı ekleyin.
news_1529	Bakanlık, hekim zorunlu hizmet neden gitmediği araştırması için bir heyet kurdu.	Bakanlık, hekimlerin zorunlu hizmete neden gitmediğini araştırmak için bir heyet kurdu.
news_1115	Mahkeme büyük bir olasılıkla yürütme durumunu kararlaştırmayı alma.	Mahkemede büyük bir olasılıkla yürütmeyi durdurma kararı alacak.
ins_494	Amaç doğru belirle ve başlıca hedef kitleyi seçmek için, içinde bulunulan durum doğru değerlendirilerek gerekli.	Amaçları doğru belirlemek ve başlıca hedef kitleleri seçebilmek için, içinde bulunulan durumun doğru değerlendirilmesi gerekir.
bio_1189	Evvela sakinim.	Evvela sakin idim.
pop_673	Yani, Selpak 19 yılında insanların sadece yüzde 22,3'ü bez mendil bırakırken.	Yani Selpak, 19 yılda insanların sadece yüzde 22,3'üne bez mendili bıraktırabilmişti.
ess_1288	Bir memnuniyet, bir teşekkür ki, sor git.	Bir memnuniyet, bir teşekkür ki sorma gitsin.
bio_266	Mürettebat ki, arkadaş ben alışık değilim.	Mürettebattaki arkadaşlar bana alışıklar.
bio_558	Ya incecik bir ses tonu ile yapılan anons sahibi, 1.90 boy, heybetli ve ihtişamlı biri olabilir.	Ya da incecik bir ses tonu ile yapılan anons sahibi, 1.90 boyunda, heybetli ve ihtişamlı biri olabilir.
ins_1617	*Değişiklikleri yapmak zor kalıyor, yapın!	* Değişiklikleri, yapmak zorunda kalmadan yapın
pop_1423	Hazırla!	Hazırlanışı:
pop_438	Adam hala enişte iktidarsızlığından çok üzüldüğünü söyle ve "diye fısılda".	Adam, halana selam söyledi ve eniştenin iktidarsızlığına çok üzüldüğünü bildirdi" diye fısıldanır.
news_965	Prag 1900 sergisi.	Prag 1900 Sergisi
bio_1166	Rajans bir hafta sonra randevu için hemen Ankara'ya dön ve derhal Şahin ara, ben söyle ve bellek kayıt et, soru yönel.	Rajans'tan bir hafta sonrası için randevu alıp, hemen Ankara'ya döndüm ve derhal Şahin'i arayıp, bana söylenen ve belleğime kayıt ettiğim sorularımı yönelttim.
news_945	6 milyon 315 bin liralık ciro ile Fransa'nın ikinci sıra yer aldığı, Almanya'nın ise 5 milyon 570 bin liralık ciro ile takip ettiği açıklandı.	6 milyon 315 bin liralık cirosu ile Fransa ikinci sırada yer alırken, Almanya 5 milyon 570 bin lira ciro ile bu ülkeyi takip etti.
bio_72	Taleplerini söyle.	Taleplerini söylüyor.
pop_66	Hilmi bey, Kadıköy vapuru iskelesinde vapur bekliyor her sefer tek tek öptü...	Hilmi Bey, Kadıköy vapur iskelesinde vapur bekleyenleri her seferinde tek tek öpmüştür...
ess_818	Başörtülü bir genç kız, sekiz yıl karşıt uğultu "adi" diye çığlık tartaklandı.	Başörtülü bir genç kız, sekiz yıl karşıtı uğultulara "adiler" diye çığlıklanınca tartaklanıyor.
ess_400	Itiraf edin!	İtiraf edin!..
pop_1212	"Elleme gülleme yap!"	"Ellem güllem yapmayın!"
bio_758	Defalarca ameliyat olmuş biri yeni çıktı.	Defalarca olduğu ameliyatların birinden yeni çıkmıştı.
ess_669	Hiçbir şey yüreğimi yatıştırmaz telaşımı.	Hiçbir şeyle yatışmayan yürek telaşını.
bio_819	İnek ailesinin altıncı bireyiydi.	İnekleri ailenin altıncı bireyi sayılıyordu.
pop_111	Şerbet için:	Şerbeti için:
